iso,country,region,year,traffic_eb,broadband_subs,mobile_broadband_penetration,cellular_subs,cov_5g,cov_4g,cov_3g,cov_2g,region_adoption_factor,5g_penetration_rate,5g_penetration_pct,estimated_5g_subscriptions,synthetic_5g_subscription_flag,gdp_per_capita,urbanization_rate,log_gdp_per_capita,mobile_traffic_per_sub,traffic_growth_rate
DOM,Dominican Rep.,Latin America,2019,0.96706519,7216243.0,66.240265436808,8948107.0,0.0,95.35,99.46,99.5,0.0076,0.0,0.0,0.0,True,8183.01623600375,73.5403464672933,9.009816094639277,11.167690144765542,
DOM,Dominican Rep.,Latin America,2020,0.964347,7688393.0,69.841783018268,8989587.0,0.0,96.64,99.5,99.53,0.038,0.0,0.0,0.0,True,7135.22273255899,73.2643793773663,8.872798746320544,10.45241183690792,-6.404890345143421
DOM,Dominican Rep.,Latin America,2021,1.621166,7415907.0,66.6689711021986,9735351.0,6.0,97.6,99.5,99.5,0.1216,0.0072959999999999995,0.7295999999999999,71029.120896,True,8527.0754858205,72.9243347395035,9.05100173126772,18.21721424859652,74.28718398055025
DOM,Dominican Rep.,Latin America,2022,0.94,8044617.0,71.6303760733715,10149890.0,52.7,97.6,98.7,99.5,0.209,0.110143,11.0143,1117939.33427,True,10104.2449349081,72.4203155643711,9.220710905116963,9.73736019170749,-46.548577302604485
DOM,Dominican Rep.,Latin America,2023,1.2,8253605.0,72.8392196281704,10409764.0,54.9,97.6,98.7,99.5,0.2888,0.15855119999999998,15.855119999999998,1650480.5739167999,True,10630.431743829,72.3577991823338,9.271476086111296,12.115917832268444,24.427130081791336
DOM,Dominican Rep.,Latin America,2024,1.3,8692827.0,76.0689883235761,10708716.0,61.9,97.6,98.7,99.5,0.3496,0.21640240000000002,21.640240000000002,2317391.8433184004,True,10875.6618443092,72.4121874752151,9.294282713351858,12.462382299030375,2.8595808551886037
DZA,Algeria,Middle East & North Africa,2019,1.019393762,38670221.0,89.3189202168791,45425533.0,0.0,53.63,97.72,98.72,0.0108,0.0,0.0,0.0,True,4468.45341883656,72.4824561380175,8.404797636427078,2.1967673824948313,
DZA,Algeria,Middle East & North Africa,2020,1.426815,39740708.0,90.233472338995,45555673.0,0.0,76.18,98.97,98.97,0.054,0.0,0.0,0.0,True,3743.5419522929,73.0541126293395,8.227787488311003,2.991925810682588,36.196751395894665
DZA,Algeria,Middle East & North Africa,2021,2.518189,42913386.0,95.8720562245355,47015757.0,0.0,79.89,98.18,98.31,0.1728,0.0,0.0,0.0,True,4160.55926736925,73.6199218261573,8.333404783490614,4.890061188211374,63.44192662637376
DZA,Algeria,Middle East & North Africa,2022,3.51116092,44758505.0,98.4192496187501,49018766.0,0.0,85.87,98.07,98.49,0.297,0.0,0.0,0.0,True,4960.30334332888,74.1795862354514,8.509222175778113,6.537232272019214,33.684058755312265
DZA,Algeria,Middle East & North Africa,2023,4.70479262,48090232.0,104.172090510185,51522147.0,0.0,90.42,98.18,98.53,0.4104,0.0,0.0,0.0,True,5370.477235078,74.732808364138,8.58867205414596,8.152716993893202,24.712059395359365
DZA,Algeria,Middle East & North Africa,2024,5.86893717,51320813.0,109.626341160485,54050526.0,0.0,99.06,99.06,98.53,0.4968,0.0,0.0,0.0,True,5752.99076651465,75.2792907190618,8.65747513187585,9.529819753634845,16.89133525391795
ECU,Ecuador,Latin America,2019,0.32,9335830.0,53.8397848537784,15853100.0,0.0,83.07,94.28,95.5,0.0076,0.0,0.0,0.0,True,6205.05765246766,63.0627139714638,8.733119988887672,2.856378775820325,
ECU,Ecuador,Latin America,2020,0.45,9844859.0,56.1086431630112,15485366.0,0.0,90.98,94.78,95.66,0.038,0.0,0.0,0.0,True,5463.64515348598,63.0773897782521,8.605871456514745,3.809094675708408,33.353976298695585
ECU,Ecuador,Latin America,2021,0.48,10082448.0,57.0195064553823,16789600.0,0.0,92.88,94.82,95.53,0.1216,0.0,0.0,0.0,True,6061.32350181711,63.0871268249117,8.709683454857418,3.96729048342228,4.153107790224486
ECU,Ecuador,Latin America,2022,0.68,10697193.0,60.0160166993784,17490751.0,0.0,93.89,95.67,96.34,0.209,0.0,0.0,0.0,True,6515.58528418336,63.0901835932266,8.781952321929632,5.297339841084168,33.52538371514846
ECU,Ecuador,Latin America,2023,0.825,11350110.0,63.1260156029313,18165593.0,0.0,95.05,96.27,96.72,0.2888,0.0,0.0,0.0,True,6737.84748379638,63.1307729554263,8.815495788476774,6.057210018228898,14.34437283504948
ECU,Ecuador,Latin America,2024,0.91,11735126.0,64.7081152203432,18425331.0,10.49,95.93,96.73,97.04,0.3496,0.036673040000000004,3.6673040000000006,675712.90077624,True,6874.705739766,63.2376932397602,8.83560412013018,6.462080878665755,6.684114620731596
EGY,Egypt,Middle East & North Africa,2019,1.01,59572831.0,55.3891974050636,95340262.0,0.0,95.1,99.12,99.83,0.0108,0.0,0.0,0.0,True,2962.98892023003,42.4812027332648,7.993953808190951,1.4128364432884961,
EGY,Egypt,Middle East & North Africa,2020,1.5,66272877.0,60.6255333891402,95357427.0,0.0,96.0,99.2,99.83,0.054,0.0,0.0,0.0,True,3511.11381026379,42.5181534630674,8.163688590984505,1.8861411433820807,33.5003179130861
EGY,Egypt,Middle East & North Africa,2021,2.16,67300106.59,60.6542189656015,93300000.0,0.0,98.0,99.5,99.8,0.1728,0.0,0.0,0.0,True,3827.35415374308,42.5686062621468,8.249929021970582,2.6745871458507597,41.80206795419876
EGY,Egypt,Middle East & North Africa,2022,2.91,71950824.0,63.8891334219809,102121634.0,0.0,98.0,99.7,99.85,0.297,0.0,0.0,0.0,True,4233.30783744856,42.6325129008032,8.35073896111049,3.3703575097347045,26.01412202864031
EGY,Egypt,Middle East & North Africa,2023,4.19,79148266.0,69.1035338723696,106319162.0,0.0,98.0,99.8,99.87,0.4104,0.0,0.0,0.0,True,3456.78968456253,42.7098115041919,8.1480956005131,4.411551690427011,30.892692472089212
EGY,Egypt,Middle East & North Africa,2024,4.91,87424454.0,75.0178143215424,113193035.0,0.0,98.0,99.8,99.87,0.4968,0.0,0.0,0.0,True,3338.47371395895,42.8004363938404,8.113269009658705,4.680231307668981,6.090365388328101
ESP,Spain,Europe,2019,1.869513981,48109607.0,101.421916955663,55354944.0,0.0,99.4,99.7,99.8,0.01,0.0,0.0,0.0,True,29786.5245689007,79.6349761108307,10.301811374547727,3.2382894283464005,
ESP,Spain,Europe,2020,3.095141,49230580.0,103.253161962369,55647705.0,78.8,99.6,99.8,99.8,0.05,0.0394,3.94,2192519.577,True,27233.9426461608,79.6955674617799,10.21221936571773,5.239191101682464,61.788846167397814
ESP,Spain,Europe,2021,4.350502,50935888.0,106.70405255073,56805348.0,82.3,99.6,99.8,99.8,0.16,0.13168,13.168,7480128.22464,True,30799.4775937775,79.7846242983598,10.335253007576831,7.1176109334411395,35.85324137452168
ESP,Spain,Europe,2022,6.20128,52700116.0,110.185864117252,59019998.0,86.3,99.7,99.7,99.8,0.275,0.237325,23.7325,14006921.02535,True,30319.4987196616,79.9548794567814,10.319546306626945,9.805924019850988,37.76987969065815
ESP,Spain,Europe,2023,7.91106,53937217.0,112.576579870181,61190508.0,85.4,99.7,99.7,99.8,0.38,0.32452000000000003,32.452000000000005,19857543.65616,True,33493.2225409111,80.128491001856,10.419098385133672,12.222636551678223,24.64543399413328
ESP,Spain,Europe,2024,8.674,55491837.0,115.823894314999,62408729.0,85.4,99.7,99.7,99.8,0.46,0.3928400000000001,39.284000000000006,24516645.100360006,True,35326.7683069278,80.315199821207,10.472396264528527,13.025939893345635,6.572259088871579
EST,Estonia,Europe,2019,0.299,2089423.0,157.475757863527,1951051.0,0.0,99.0,100.0,100.0,0.01,0.0,0.0,0.0,True,24021.2501413306,69.5787397662154,10.086694140130202,11.925142331957993,
EST,Estonia,Europe,2020,0.411,2189585.0,164.671433266475,1925789.0,0.0,99.0,100.0,100.0,0.05,0.0,0.0,0.0,True,23933.9939421065,69.8815778947665,10.083055068025153,15.642233573942093,31.170204417793236
EST,Estonia,Europe,2021,0.533,2392407.0,179.643986967514,1980838.0,25.0,99.0,100.0,100.0,0.16,0.04,4.0,79233.52,True,27951.1659277744,70.1777274135822,10.238214192481523,18.56568161966867,18.6894539830722
EST,Estonia,Europe,2022,0.685,2519530.0,186.619272330532,2055794.0,30.0,99.0,100.0,100.0,0.275,0.0825,8.25,169603.005,True,28340.3826549406,70.4892333736738,10.252043015444999,22.65634198970972,22.03345104069523
EST,Estonia,Europe,2023,0.857,2585614.0,189.118019654826,2053470.0,87.0,99.0,100.0,100.0,0.38,0.3306,33.06,678877.182,True,30264.0064885057,70.6770085523126,10.317714380709674,27.620776599549146,21.911898275962738
EST,Estonia,Europe,2024,1.041,2656777.0,195.272853692562,2056218.0,95.0,99.0,100.0,100.0,0.46,0.437,43.7,898567.266,True,31428.3547816104,70.6981161541961,10.35546578294303,32.65234530410343,18.216608379636988
ETH,Ethiopia,Sub-Saharan Africa,2022,0.65771445,33200000.0,26.4785969552947,71424280.0,0.0,33.0,98.53,99.1,0.143,0.0,0.0,0.0,True,982.103161506992,22.7367687225342,6.889696355287955,1.6508896837349398,
ETH,Ethiopia,Sub-Saharan Africa,2023,0.953,40719503.0,31.6411280069268,77053989.0,0.01,35.0,98.35,99.19,0.1976,1.976e-05,0.001976,1522.58682264,True,1055.81091592527,23.0586471557617,6.96206439134466,1.9503348718835458,18.13841294780807
ETH,Ethiopia,Sub-Saharan Africa,2024,1.145,50982172.0,38.6053778210891,85947810.0,0.02,44.0,98.8,99.23,0.2392,4.784e-05,0.004784,4111.7432304,True,1133.88279681719,23.6222839355469,7.033403125169599,1.8715692745822337,-4.038567860156439
FIN,Finland,Europe,2019,2.24,8570000.0,155.204165918868,7150000.0,0.0,99.9,99.9,99.99,0.01,0.0,0.0,0.0,True,48358.1807773701,72.7431214358314,10.78639068568719,21.78140801244652,
FIN,Finland,Europe,2020,2.91,8630000.0,156.068816401585,7120000.0,0.0,99.9,99.9,99.99,0.05,0.0,0.0,0.0,True,48828.6846862799,73.0849439791673,10.796073220102286,28.09965237543453,29.007511173646748
FIN,Finland,Europe,2021,3.47,8700000.0,157.00924459604,7150000.0,95.0,99.9,99.9,99.99,0.16,0.152,15.2,1086800.0,True,53099.1351400148,73.3710215780329,10.879915919715371,33.23754789272031,18.284551882134537
FIN,Finland,Europe,2022,3.94,8890000.0,159.625116195054,7130000.0,98.0,99.99,99.99,99.99,0.275,0.2695,26.950000000000003,1921535.0000000002,True,50440.560224974,73.6967597835949,10.828550896777168,36.932883389576304,11.117954636073947
FIN,Finland,Europe,2023,4.5,8920000.0,159.252015421737,7140000.0,99.5,99.99,99.99,99.99,0.38,0.3781,37.81,2699634.0,True,52834.2916752703,74.0062548602828,10.874915722430961,42.04035874439462,13.829072864264402
FIN,Finland,Europe,2024,4.7,8840000.0,157.37069878643,7070000.0,99.99,99.99,99.99,99.99,0.46,0.459954,45.9954,3251874.78,True,53149.7671934051,74.2637190463636,10.880869003579976,44.30618401206636,5.389643036701863
FRA,France,Europe,2019,5.3,63170000.0,96.1060701868853,72040000.0,0.0,99.0,99.0,99.0,0.01,0.0,0.0,0.0,True,40408.2848574751,78.6890784549356,10.606790113654695,6.991715476755844,
FRA,France,Europe,2020,7.0,64793000.0,98.3123096501059,72751000.0,0.0,99.0,99.0,99.0,0.05,0.0,0.0,0.0,True,39169.8606000707,78.7119131765249,10.575662867809294,9.00303016272334,28.767112916052852
FRA,France,Europe,2021,8.67,67911000.0,102.765366048445,75304000.0,80.0,99.0,99.0,99.0,0.16,0.128,12.8,9638912.0,True,43725.0999521245,78.7364603392338,10.685677585810422,10.638924474680095,18.170485740790987
FRA,France,Europe,2022,11.1,69501000.0,104.863785486847,76849000.0,86.5,99.0,99.0,99.0,0.275,0.237875,23.7875,18280455.875,True,40988.6396406579,78.7591921123356,10.62105022535698,13.30916101926591,25.098745187455673
FRA,France,Europe,2023,13.3,72588000.0,109.255398899156,77526000.0,93.0,99.0,99.0,99.0,0.38,0.35340000000000005,35.34,27397688.400000002,True,44700.1384177544,78.7804323126547,10.707731877190923,15.268823129626568,14.724159603478505
FRA,France,Europe,2024,15.3,74677000.0,112.214349437921,77526000.0,93.0,99.0,99.0,99.0,0.46,0.4278,42.78,33165622.8,True,46103.0840855884,78.7999750964116,10.738635126651344,17.07353000254429,11.819554510497898
GBR,United Kingdom,Europe,2019,3.504,70084000.0,104.430039577143,80701000.0,0.0,99.7,99.7,99.9,0.01,0.0,0.0,0.0,True,43158.7411267323,82.6699420738913,10.672640251354759,4.166428856800411,
GBR,United Kingdom,Europe,2020,4.993,73097000.0,108.530037499632,79007000.0,0.0,99.9,99.9,99.9,0.05,0.0,0.0,0.0,True,40812.6794663879,82.9000015258789,10.616748083347872,5.692208070554652,36.62079123861377
GBR,United Kingdom,Europe,2021,6.84,84775000.0,125.279316350143,79773000.0,46.0,99.9,99.9,99.9,0.16,0.0736,7.359999999999999,5871292.8,True,47691.3768799404,82.9886431523641,10.77250588233577,6.723680330286051,18.120775750751704
GBR,United Kingdom,Europe,2022,8.688,86660000.0,127.105999818273,81702000.0,67.0,99.9,99.9,99.9,0.275,0.18425000000000002,18.425000000000004,15053593.500000002,True,47057.043229179,83.0753982997505,10.759115830498278,8.354488806831295,24.254699754232114
GBR,United Kingdom,Europe,2023,10.86,89150000.0,129.799294328628,84330000.0,85.0,99.9,99.9,99.9,0.38,0.323,32.300000000000004,27238590.0,True,49944.4702124201,83.1601932891335,10.818667071490232,10.151430173864274,21.508693213684804
GHA,Ghana,Sub-Saharan Africa,2019,0.371841995,30387343.0,97.2116717310837,40857077.0,0.0,67.65,95.82,96.98,0.0052,0.0,0.0,0.0,True,2186.65822682613,55.7246279109161,7.690129733579404,1.0197282768903706,
GHA,Ghana,Sub-Saharan Africa,2020,0.761193,26512155.0,83.1419775501039,40461609.0,0.0,67.65,95.82,96.98,0.026,0.0,0.0,0.0,True,2195.45481659987,56.2171613974837,7.694144509785387,2.392591247297702,134.63027372290134
GHA,Ghana,Sub-Saharan Africa,2021,1.008019,23465185.0,72.1591276886674,40454073.0,0.0,67.65,95.82,96.98,0.0832,0.0,0.0,0.0,True,2445.18662529344,56.6952556826536,7.801876728359405,3.57983895432034,49.62183608936832
GHA,Ghana,Sub-Saharan Africa,2022,1.4026,22890495.0,69.0530333928301,40045308.0,0.0,67.65,95.82,96.98,0.143,0.0,0.0,0.0,True,2229.89122647803,57.250609602871,7.709708085900398,5.106195096844054,42.63756448265994
GHA,Ghana,Sub-Saharan Africa,2023,1.86,19086785.0,56.4899774517006,33384460.0,0.0,99.3,99.5,99.55,0.1976,0.0,0.0,0.0,True,2383.90410483418,57.8074737774654,7.776494802893907,8.120801905611657,59.03822222991082
GHA,Ghana,Sub-Saharan Africa,2024,2.51,22506280.0,65.373135490223,39126056.0,0.0,99.3,99.5,99.55,0.2392,0.0,0.0,0.0,True,2390.77237652715,58.3654868038581,7.77937176281239,9.293702320715225,14.443160031930669
GIN,Guinea,Sub-Saharan Africa,2020,0.07,6093000.0,45.5681445688089,14411000.0,0.0,29.0,40.0,88.0,0.026,0.0,0.0,0.0,True,1053.66097696415,36.4802208060551,6.9600260236254465,0.9573827889928332,
GIN,Guinea,Sub-Saharan Africa,2021,0.11,6892000.0,50.2679950779376,15107000.0,0.0,29.0,40.0,88.0,0.0832,0.0,0.0,0.0,True,1244.96550477914,36.8502178436256,7.126863101510255,1.3300444960340492,38.92504767432221
GIN,Guinea,Sub-Saharan Africa,2022,0.18,6983000.0,49.6829024149676,13397000.0,0.0,32.12,40.0,87.93,0.143,0.0,0.0,0.0,True,1416.59612011764,37.2384967469106,7.256012174446394,2.148073893741945,61.50391209821255
GIN,Guinea,Sub-Saharan Africa,2023,0.23,7731000.0,53.6671214014012,14100000.0,0.0,77.0,77.0,87.93,0.1976,0.0,0.0,0.0,True,1555.49375806861,37.6454083954705,7.349548303516146,2.4791963092312335,15.414852182411343
GNB,Guinea-Bissau,Sub-Saharan Africa,2019,0.00306593,705160.0,35.8368365845131,1590381.0,0.0,23.0,30.0,97.09,0.0052,0.0,0.0,0.0,True,811.216425885129,43.8745574951172,6.698534881504114,0.3623208444419233,
GNB,Guinea-Bissau,Sub-Saharan Africa,2020,0.00448,781540.0,38.8197222905196,1913858.0,0.0,23.0,32.64,100.0,0.026,0.0,0.0,0.0,True,846.915855715971,44.3038330078125,6.741601345816261,0.4776893483805478,31.841530982387887
GNB,Guinea-Bissau,Sub-Saharan Africa,2021,0.016032,1090953.0,52.9886960673505,2236511.0,0.0,23.0,43.0,100.0,0.0832,0.0,0.0,0.0,True,926.780921081233,44.7334136962891,6.831717206547057,1.2246173758172902,156.36271354363708
GNB,Guinea-Bissau,Sub-Saharan Africa,2022,0.0286282,1315910.0,62.4978330861271,2651591.0,0.0,31.0,48.0,100.0,0.143,0.0,0.0,0.0,True,883.199131457831,45.1627159118652,6.783550692118624,1.812953266814093,48.042425545706216
GNB,Guinea-Bissau,Sub-Saharan Africa,2023,0.0431067,1583082.0,73.5175464708529,2758654.0,0.0,32.0,53.0,100.0,0.1976,0.0,0.0,0.0,True,988.087886357022,45.5923843383789,6.8957716475943664,2.2691338793568496,25.162292977601332
GNB,Guinea-Bissau,Sub-Saharan Africa,2024,0.0619878,1768135.0,80.3204121830584,3240338.0,0.0,35.78123728,57.526,100.0,0.2392,0.0,0.0,0.0,True,1007.74151728028,46.113204421822,6.91546698447763,2.921524657336685,28.750651687627403
GNQ,Equatorial Guinea,Sub-Saharan Africa,2020,0.001144234,7968.0,0.464209061864247,744081.0,0.0,65.0,60.0,70.0,0.026,0.0,0.0,0.0,True,5764.05502912947,70.3853314193247,8.659396504112262,11.966972054886211,
GNQ,Equatorial Guinea,Sub-Saharan Africa,2021,0.00252,12097.0,0.687803973877436,816689.0,0.0,65.0,65.0,80.0,0.0832,0.0,0.0,0.0,True,6945.63069794539,70.6431215020592,8.845868064304248,17.35967595271555,45.063227966906226
GNQ,Equatorial Guinea,Sub-Saharan Africa,2022,0.00575871,14984.0,0.830808213823331,893441.0,0.0,65.0,65.0,80.0,0.143,0.0,0.0,0.0,True,7589.29964909381,70.8910029445467,8.93449459328561,32.02699546182595,84.49074481033738
GRC,Greece,Europe,2019,0.24,9122462.0,85.1088987940189,11882081.0,0.0,98.8,99.7,99.9,0.01,0.0,0.0,0.0,True,19335.3602002969,78.1888100466875,9.869690833311724,2.1923906068339885,
GRC,Greece,Europe,2020,0.457,9231228.0,86.2782468760541,11412995.0,0.0,98.8,99.7,99.9,0.05,0.0,0.0,0.0,True,17886.733165236,78.3066842455552,9.791814553077758,4.1254894076208855,88.17310176212018
GRC,Greece,Europe,2021,0.641414,9875405.0,93.3441850753543,11494008.0,60.0,99.0,99.7,99.9,0.16,0.096,9.6,1103424.768,True,20654.7001960815,78.3884898647442,9.935698184890448,5.412554388064759,31.197873834467238
GRC,Greece,Europe,2022,0.985687,9305403.0,89.3677875011525,11352410.0,89.4,99.2,99.7,99.9,0.275,0.24585,24.585,2790989.9985,True,20886.5243087629,78.5502190980809,9.946859460083736,8.827192474450955,63.08736765612601
GRC,Greece,Europe,2023,1.545858,9612244.0,93.842920389405,11348340.0,99.0,99.8,99.8,99.9,0.38,0.3762,37.62,4269245.507999999,True,23343.7103964562,78.7746303842088,10.058082864776438,13.401813353884899,51.824188638398105
GRC,Greece,Europe,2024,2.003777,9775862.0,97.2933921865814,11414080.0,99.6,99.9,99.9,99.9,0.46,0.45816,45.816,5229474.8928000005,True,24626.1481858973,78.9967856500534,10.111564091791761,17.08099159610341,27.45283899325457
HKG,"Hong Kong, China",East Asia & Pacific,2019,0.74,11645449.0,155.566923726254,21455736.0,0.0,99.0,99.0,100.0,0.0124,0.0,0.0,0.0,True,48359.0011950597,100.0,10.786407650980696,5.295344702180798,
HKG,"Hong Kong, China",East Asia & Pacific,2020,0.93,10137865.0,135.347756111791,21865215.0,90.0,99.0,99.0,100.0,0.062,0.0558,5.58,1220078.997,True,46109.2299946609,100.0,10.738768425747955,7.644607617087029,44.364683453727324
HKG,"Hong Kong, China",East Asia & Pacific,2021,1.19,12011334.0,160.480618806534,23939651.0,90.0,99.0,99.0,100.0,0.1984,0.17856,17.855999999999998,4274664.08256,True,49770.5642374739,100.0,10.815179008687553,8.256091010929067,7.998885285822466
HKG,"Hong Kong, China",East Asia & Pacific,2022,1.62,11828815.0,158.437579318811,21860771.0,90.0,99.0,99.0,100.0,0.341,0.3069,30.69,6709070.6199,True,48825.8441873536,100.0,10.796015045658974,11.412808468134806,38.23501282903747
HKG,"Hong Kong, China",East Asia & Pacific,2023,2.1,12984028.0,174.452398809362,23779081.0,90.0,99.0,99.0,100.0,0.4712,0.42408,42.408,10084232.67048,True,50562.3633144379,100.0,10.830962770498067,13.478097859924517,18.096241582920758
HKG,"Hong Kong, China",East Asia & Pacific,2024,2.6,13105582.0,176.746363306684,27053220.0,99.0,99.0,99.0,100.0,0.5704,0.564696,56.4696,15276845.12112,True,54074.6928519479,100.0,10.898121570767179,16.532395636200413,22.661193055716545
HND,Honduras,Latin America,2019,0.278,4395696.0,44.2061367309111,7559829.0,0.0,67.85,74.78,88.21,0.0076,0.0,0.0,0.0,True,2502.32744328073,56.3791561389766,7.824976555077984,5.270306833472257,
HND,Honduras,Latin America,2020,0.445,4331308.0,42.8010087315359,6960654.0,0.0,75.24,80.7,88.17,0.038,0.0,0.0,0.0,True,2307.61494319511,56.8691654042685,7.743969778005341,8.561693911708273,62.45152668023199
HND,Honduras,Latin America,2021,0.603,4887509.0,47.4982256833585,7560710.0,0.0,78.51,82.05,89.03,0.1216,0.0,0.0,0.0,True,2735.14751503977,57.3550236357547,7.913940649430753,10.281310990936282,20.085010010418625
HND,Honduras,Latin America,2022,0.69,5193671.0,49.6343131873173,7937385.0,0.0,86.2,86.2,89.3,0.209,0.0,0.0,0.0,True,3003.28996826399,57.8364689017254,8.007463622850228,11.071167195611736,7.682446386183339
HND,Honduras,Latin America,2023,0.79,5262380.0,49.4359197700372,7921347.0,0.0,91.0,93.0,93.0,0.2888,0.0,0.0,0.0,True,3227.45762509776,58.3132392705102,8.07944999330781,12.510182338282931,12.997862982699559
HND,Honduras,Latin America,2024,0.78,5351655.0,49.4347110760382,7679726.0,0.0,91.0,93.0,93.0,0.3496,0.0,0.0,0.0,True,3426.43483328923,58.7850728104829,8.139275592397405,12.145775465720417,-2.912882184357757
HRV,Croatia,Europe,2019,0.322595893,3390776.0,85.0600075156773,4404652.0,0.0,99.44,99.84,100.0,0.01,0.0,0.0,0.0,True,15563.5987295029,56.303247958306,9.652690051807479,7.928271016231487,
HRV,Croatia,Europe,2020,0.632386,4338193.0,109.717730942008,4375699.0,0.0,99.53,99.85,100.0,0.05,0.0,0.0,0.0,True,14807.5608543265,56.5284863367411,9.602893197838878,12.147646112870804,53.21936003450214
HRV,Croatia,Europe,2021,0.877036,4448328.0,113.344459704276,4402213.0,48.0,99.45,99.99,100.0,0.16,0.0768,7.68,338089.95839999994,True,17788.7865816658,56.7683502560171,9.786323570445242,16.43006840622664,35.253103799414085
HRV,Croatia,Europe,2022,1.04004414,4810719.0,123.12991438247,4480469.0,76.96,99.69,99.88,100.0,0.275,0.21164,21.163999999999998,948246.45916,True,18465.5414420364,56.9977571733605,9.823661649469079,18.016089694700522,9.653163025619648
HRV,Croatia,Europe,2023,1.27528995,5153181.0,132.26772531887,4562734.0,97.49,99.72,99.79,100.0,0.38,0.370462,37.0462,1690319.563108,True,22184.2279304842,57.2431560672198,10.007136861786837,20.623021489056953,14.470020068357382
HRV,Croatia,Europe,2024,1.4952392,5341552.0,137.834942875759,4717531.0,97.99,99.74,99.79,100.0,0.46,0.45075400000000004,45.0754,2126445.9683740004,True,24050.4397933135,57.5158981711443,10.087908561990972,23.327165338213813,13.112258310896596
HUN,Hungary,Europe,2019,0.3685,7168937.0,73.3744434434563,10272694.0,0.0,99.2,99.2,99.2,0.01,0.0,0.0,0.0,True,17012.8598553199,70.4565277099609,9.741724799142766,4.283526739505917,
HUN,Hungary,Europe,2020,0.586,7356294.0,75.4533714031458,10332660.0,0.0,99.2,99.2,99.2,0.05,0.0,0.0,0.0,True,16386.9308821258,70.2917327880859,9.704239398689388,6.6383063718406765,54.97291777397357
HUN,Hungary,Europe,2021,0.809,7982269.0,82.2248901662057,10206570.0,25.0,99.2,99.2,99.2,0.16,0.04,4.0,408262.8,True,19030.628130329,70.2059275331413,9.853804967119558,8.445802398624584,27.228270669326204
HUN,Hungary,Europe,2022,1.054,8132039.0,83.9713140001979,10245400.0,58.0,99.2,99.2,99.2,0.275,0.1595,15.950000000000001,1634141.3,True,18428.028825614,70.1585064243445,9.821628090283692,10.800899175881144,27.884819773193968
HUN,Hungary,Europe,2023,1.343,8267331.0,85.3493272002381,10176058.0,83.7,99.2,99.2,99.2,0.38,0.31806,31.806,3236597.00748,True,22230.6277875187,70.2923026891431,10.009226247113633,13.537218561427705,25.334181358315753
HUN,Hungary,Europe,2024,1.651,8529947.0,88.1544852360989,10119363.0,83.7,99.2,99.2,99.2,0.46,0.38502000000000003,38.502,3896157.14226,True,23292.3263882478,70.491825943218,10.055879245749429,16.129447619467427,19.148904527743206
IND,India,South & Southeast Asia,2019,76.47,642799000.0,46.2768158798827,1151480361.0,0.0,97.92,98.15,99.06,0.0092,0.0,0.0,0.0,True,2041.42863698585,33.8139578818147,7.621405153982032,9.913674414552604,
IND,India,South & Southeast Asia,2020,96.41,725120000.0,51.6976224230509,1153709832.0,0.0,98.45,98.56,99.12,0.046,0.0,0.0,0.0,True,1907.04251637669,34.1286726088333,7.553308900253144,11.079775301559282,11.762549769588171
IND,India,South & Southeast Asia,2021,132.61,765991924.0,54.1641786001698,1154046584.0,0.0,98.67,98.82,99.21,0.1472,0.0,0.0,0.0,True,2239.61384367482,34.4425517181304,7.7140587387714135,14.426827473096616,30.20866471061281
IND,India,South & Southeast Asia,2022,163.0,798690000.0,56.0317801251015,1142930000.0,41.0,98.67,98.82,99.21,0.253,0.10372999999999999,10.373,118556128.89999999,True,2347.44829434623,34.7555673994206,7.761084185002244,17.007015654801403,17.884654034411685
IND,India,South & Southeast Asia,2023,190.27,865290000.0,60.1702450567629,1158554883.0,82.0,98.8,98.9,99.2,0.3496,0.286672,28.667199999999998,332125245.41937596,True,2530.12031278204,35.0676918424186,7.836022135050193,18.324299753069297,7.745533519844794
IND,India,South & Southeast Asia,2024,216.77,898569523.0,61.9303437528891,1151356612.0,82.15,99.06,99.06,99.28,0.4232,0.34765880000000005,34.76588,400279258.09998566,True,2694.73780859961,35.3788972368389,7.899056190521106,20.10324877963468,9.708141923772073
IRL,Ireland,Europe,2019,0.204022256,5146129.0,104.31009198152,5160309.0,0.0,90.0,95.0,99.0,0.01,0.0,0.0,0.0,True,81827.6688873996,63.2737009154127,11.312370715854257,3.303814316871316,
IRL,Ireland,Europe,2020,0.749546576,5161765.0,103.595688681786,5234009.0,0.0,90.0,95.0,99.0,0.05,0.0,0.0,0.0,True,86514.0706108754,63.4713366724915,11.36806234571297,12.100941183232221,266.27183075747763
IRL,Ireland,Europe,2021,1.014723,5418250.0,107.752406021288,5373865.0,79.0,90.0,95.0,99.0,0.16,0.1264,12.64,679256.5360000001,True,103783.446284479,63.6774229356985,11.55006175996797,15.606561159045818,28.969812535500882
IRL,Ireland,Europe,2022,1.267237584,5957229.0,116.579458851009,5652130.0,79.0,90.0,95.0,99.0,0.275,0.21725000000000003,21.725,1227925.2425000002,True,105190.685952731,63.8920250215059,11.563530038795156,17.726888121977517,13.586125356659506
IRL,Ireland,Europe,2023,1.5149038,6140280.0,118.158883738115,5757780.0,85.0,99.8,99.9,99.9,0.38,0.323,32.300000000000004,1859762.94,True,106818.917130804,64.1152082461268,11.578890316516071,20.559646031342762,15.980006698712312
