iso,country,region,year,traffic_eb,broadband_subs,mobile_broadband_penetration,cellular_subs,cov_5g,cov_4g,cov_3g,cov_2g,region_adoption_factor,5g_penetration_rate,5g_penetration_pct,estimated_5g_subscriptions,synthetic_5g_subscription_flag,gdp_per_capita,urbanization_rate,log_gdp_per_capita,mobile_traffic_per_sub,traffic_growth_rate
BTN,Bhutan,South & Southeast Asia,2019,8.661e-06,762332.0,99.6741734046003,729239.0,0.0,78.0,95.0,98.0,0.0092,0.0,0.0,0.0,True,3576.87987100503,39.0746823405146,8.182246154967096,0.0009467659759789699,
BTN,Bhutan,South & Southeast Asia,2020,0.000148,688935.0,89.4713807424877,745137.0,0.0,80.0,95.0,98.0,0.046,0.0,0.0,0.0,True,3191.66906999331,39.6888839873439,8.068299278380968,0.017902027525576916,1790.860886405002
BTN,Bhutan,South & Southeast Asia,2021,0.094239,762975.0,98.3922717624271,778008.0,0.0,80.0,95.0,98.0,0.1472,0.0,0.0,0.0,True,3570.61257980872,40.3075199874379,8.180492451036471,10.292932271699597,57395.9023886759
BTN,Bhutan,South & Southeast Asia,2022,0.131028,751882.0,96.2823050937747,742882.0,37.0,97.0,97.0,98.0,0.253,0.09361,9.361,69541.18402,True,3711.32767981591,40.9365143617581,8.2191449567625,14.52222556198978,41.08929485447621
BTN,Bhutan,South & Southeast Asia,2023,0.156493,761318.0,96.812375617541,751989.0,40.0,97.0,97.0,98.0,0.3496,0.13984000000000002,13.984000000000002,105158.14176000001,True,3831.32535494609,41.7352457989939,8.250966067992525,17.129613818842234,17.95446741770068
BTN,Bhutan,South & Southeast Asia,2024,0.17927,770900.0,97.39439360019404,789606.0,60.0,97.0,97.0,98.0,0.4232,0.25392,25.392,200496.75551999998,True,3831.32535494609,42.5645249803412,8.250966067992525,19.378864530635187,13.130773031898846
BWA,Botswana,Sub-Saharan Africa,2019,0.013,2037359.0,87.3621993728354,3746760.0,0.0,68.0,96.0,97.0,0.0052,0.0,0.0,0.0,True,7172.08956480028,66.3271694845464,8.877952322767555,0.5317341388205679,
BWA,Botswana,Sub-Saharan Africa,2020,0.022,2240166.0,94.6858143264238,3829408.0,0.0,77.0,97.0,98.0,0.026,0.0,0.0,0.0,True,6323.2974967659,66.4488166494554,8.751996106891053,0.8183917322793638,53.90994719553406
BWA,Botswana,Sub-Saharan Africa,2021,0.047,2431822.0,101.265115403626,4160553.0,0.0,88.0,98.0,98.0,0.0832,0.0,0.0,0.0,True,7807.88794570471,66.5182767068255,8.962889776773851,1.610589371535691,96.7993209132158
BWA,Botswana,Sub-Saharan Africa,2022,0.062,2844958.0,116.601800407559,4348010.0,23.0,91.0,98.0,98.0,0.143,0.032889999999999996,3.2889999999999997,143006.0489,True,8328.7090572666,66.5889787170477,9.027463748032948,1.8160783627268546,12.758620839229229
BWA,Botswana,Sub-Saharan Africa,2023,0.188073,2774706.0,111.87229966084,4440314.0,23.0,91.0,98.0,99.0,0.1976,0.045448,4.5448,201803.390672,True,7826.35376483298,67.0212655349864,8.965252005535175,5.648436266761235,211.02381828282276
BWA,Botswana,Sub-Saharan Africa,2024,0.2,3405752.0,135.087831333377,4134666.0,47.0,93.0,98.0,99.0,0.2392,0.112424,11.2424,464835.69038399996,True,7695.75319445165,67.4623537838418,8.948423922503302,4.89368182611848,-13.362183885904477
CAN,Canada,North America,2019,0.97,30940723.0,81.89073453399,34366950.0,0.0,99.5,99.5,99.7,0.0156,0.0,0.0,0.0,True,46352.8693445211,81.7363672047941,10.744038475108562,2.6125224460117926,
CAN,Canada,North America,2020,1.12,27018378.0,70.7808010195562,32360144.0,0.0,99.5,99.5,99.7,0.078,0.0,0.0,0.0,True,43537.839298904,81.9509888710566,10.68138570790037,3.4544388021121524,32.22618651126259
CAN,Canada,North America,2021,1.51,28544387.0,74.2298452410366,33611000.0,87.8,99.4,99.5,99.5,0.2496,0.21914879999999998,21.914879999999997,7365810.316799999,True,52886.6616372703,82.1779279079275,10.875906443090255,4.408338961118112,27.613751861017622
CAN,Canada,North America,2022,2.0,31163861.0,80.2752455812935,35420000.0,91.4,99.5,99.6,99.7,0.429,0.392106,39.2106,13888394.52,True,56256.8007264015,82.3500897353968,10.937682214561326,5.348075024037191,21.31723697310082
CAN,Canada,North America,2023,2.57,32783367.0,83.4201364127758,37000000.0,93.3,99.5,99.7,99.7,0.5928,0.5530824,55.30824,20464048.8,True,54220.3285039875,82.5250564408346,10.90081118175779,6.532784343556496,22.15206993534253
CAN,Canada,North America,2024,3.39,34540000.0,86.9096328533509,37400000.0,94.3,99.5,99.7,99.7,0.7176,0.6766968,67.66968,25308460.32,True,54340.3477224733,82.7002565766633,10.903022281974833,8.178922987840185,25.19811703117569
CHE,Switzerland,Europe,2019,0.876,8628248.0,100.591359464573,10886648.0,91.56,99.94,100.0,100.0,0.01,0.009156,0.9156,99678.14908799999,True,84121.9310304414,80.7792907322229,11.340022585216989,8.460582032412605,
CHE,Switzerland,Europe,2020,1.17,8760222.0,101.384628952078,11006060.0,96.55,99.95,100.0,100.0,0.05,0.048275000000000005,4.827500000000001,531317.5465,True,85897.7843338323,82.3416838515457,11.360913314087094,11.129854928334007,31.549518528339803
CHE,Switzerland,Europe,2021,1.572339,8783431.0,100.877544483344,10728129.0,100.0,100.0,100.0,100.0,0.16,0.16,16.0,1716500.6400000001,True,93664.7736696111,84.2006477608879,11.447477449510572,14.91766144687651,34.03284717485071
CHE,Switzerland,Europe,2022,1.86749686,9145495.0,104.018490518053,10899776.0,100.0,100.0,100.0,100.0,0.275,0.275,27.500000000000004,2997438.4000000004,True,94394.5106803525,84.9206266284521,11.455238200870303,17.016546215741556,14.069797577451482
CHE,Switzerland,Europe,2023,2.0971,9693783.0,109.280382604888,11551411.0,100.0,100.0,100.0,100.0,0.38,0.38,38.0,4389536.18,True,100623.549627296,85.1854212679815,11.519141600975209,18.02787759261099,5.94322351931722
CHE,Switzerland,Europe,2024,2.29222,10224813.0,114.602496911841,11551411.0,100.0,100.0,100.0,100.0,0.46,0.46,46.0,5313649.0600000005,True,103998.186685604,85.4615370020764,11.55212874225616,18.68184125551571,3.6275133306471696
CHL,Chile,Latin America,2019,2.127484,18103797.0,94.3016898235543,25051668.0,0.0,88.0,95.0,99.0,0.0076,0.0,0.0,0.0,True,14495.716721687,88.1273685623538,9.581608486265589,9.792991676460653,
CHL,Chile,Latin America,2020,2.927711,19459509.0,100.458864928667,25068249.0,0.0,88.0,95.0,99.0,0.038,0.0,0.0,0.0,True,13114.815470545,88.2953490438375,9.48149782209486,12.537619354458876,28.026447572660196
CHL,Chile,Latin America,2021,3.839278,21600109.0,111.018391234443,26571823.0,0.0,88.0,95.0,99.0,0.1216,0.0,0.0,0.0,True,16206.8325493421,88.4660511664452,9.693188194608823,14.811954575476138,18.140088295218646
CHL,Chile,Latin America,2022,4.951584,21466127.0,109.784112298469,26418944.0,79.0,89.0,95.0,99.0,0.209,0.16511,16.511,4362031.84384,True,15405.6165774073,88.6395352768685,9.642487434728823,19.222470825780544,29.776733569024106
CHL,Chile,Latin America,2023,5.980537,21522233.0,109.478679687784,26710679.0,86.0,96.0,98.0,99.0,0.2888,0.248368,24.8368,6634077.921872,True,17067.0364799154,88.8158617217972,9.744904190869768,23.156430066217265,20.465419227795746
CHL,Chile,Latin America,2024,6.488977,21500423.0,108.781543686997,26220026.0,87.0,96.0,98.0,99.0,0.3496,0.30415200000000003,30.415200000000002,7974873.347952001,True,16709.8893972307,88.9950908479196,9.723756002610664,25.150578820394994,8.611641554744565
CHN,China,East Asia & Pacific,2019,122.07,1386740700.0,97.4162886523442,1746238000.0,0.0,99.9,99.9,99.9,0.0124,0.0,0.0,0.0,True,10342.9009524335,62.7099151611328,9.244055665042044,7.335545859438611,
CHN,China,East Asia & Pacific,2020,165.818,1364966000.0,95.7127949105537,1718411000.0,0.0,99.9,99.9,99.9,0.062,0.0,0.0,0.0,True,10627.4637989619,63.5234230266258,9.271196853872112,10.123451182422615,38.00542422343145
CHN,China,East Asia & Pacific,2021,222.198,1449271000.0,101.600752695422,1733006000.0,25.1,99.9,99.9,99.9,0.1984,0.0497984,4.97984,86300925.9904,True,12887.4357242941,64.721076965332,9.464008140867122,12.776423457034605,26.206204058338866
CHN,China,East Asia & Pacific,2022,268.727,1537680727.0,107.893823378267,1770005314.0,80.0,99.9,99.9,99.9,0.341,0.27280000000000004,27.280000000000005,482857449.6592001,True,12970.6056414327,65.2176361083984,9.47044097178179,14.563437177467248,13.986807234764331
CHN,China,East Asia & Pacific,2023,310.33,1824422700.0,128.247014127486,1824422700.0,94.0,100.0,100.0,100.0,0.4712,0.442928,44.2928,808087897.6656,True,12951.1782397043,65.5301448035523,9.468942046749863,14.174803532828951,-2.6685571537988007
CHN,China,East Asia & Pacific,2024,346.07,1870011592.0,131.753932036803,1870011592.0,96.0,100.0,100.0,100.0,0.5704,0.547584,54.758399999999995,1023988427.593728,True,13303.1481543868,65.8946980998325,9.495755989537383,15.421918660847888,8.798112263994406
CIV,Côte d'Ivoire,Sub-Saharan Africa,2019,0.226,17021159.0,60.3736869661553,37376603.0,0.0,58.51,94.2,97.54,0.0052,0.0,0.0,0.0,True,2141.76836170115,51.3514799771241,7.669387104030772,1.1064659776301562,
CIV,Côte d'Ivoire,Sub-Saharan Africa,2020,0.369,19651407.0,67.9616180264052,40095246.0,0.0,60.0,94.6,97.6,0.026,0.0,0.0,0.0,True,2179.72934832935,51.8357660823651,7.686955995933119,1.5647734536259923,41.42083762732997
CIV,Côte d'Ivoire,Sub-Saharan Africa,2021,0.535,21784106.0,73.4962889008188,44561505.0,0.0,64.52,96.36,97.7,0.0832,0.0,0.0,0.0,True,2455.98127641148,52.3183461956059,7.806281665627012,2.0465991734218214,30.79204332610015
CIV,Côte d'Ivoire,Sub-Saharan Africa,2022,0.766,25732691.0,84.6609287934905,49006419.0,0.0,91.1,97.2,97.8,0.143,0.0,0.0,0.0,True,2333.37128301259,52.8492549676673,7.755069403385334,2.4806318675856067,21.207508524402563
CIV,Côte d'Ivoire,Sub-Saharan Africa,2023,1.04,29171602.0,93.6017643011759,53601479.0,0.0,91.5,98.1,98.7,0.1976,0.0,0.0,0.0,True,2591.9659048119,53.4075201638704,7.860171903377896,2.970925856820159,19.764883118741604
CIV,Côte d'Ivoire,Sub-Saharan Africa,2024,1.42,34503317.0,108.044931723733,58719380.0,0.0,93.7,98.3,98.9,0.2392,0.0,0.0,0.0,True,2727.8935220697,53.9733113940142,7.911284986702227,3.4296219500673906,15.439499851342076
CMR,Cameroon,Sub-Saharan Africa,2019,0.01088444,4831017.0,18.9406375221295,21400736.0,0.0,50.0,50.0,78.52,0.0052,0.0,0.0,0.0,True,1555.22660476477,53.9487914119331,7.3493765405330835,0.1877527375015792,
CMR,Cameroon,Sub-Saharan Africa,2020,0.026757259,10821652.0,41.287377399596,22350310.0,0.0,60.0,60.0,77.31,0.026,0.0,0.0,0.0,True,1555.60370660749,54.2557949164174,7.3496189850297755,0.2060472452203539,9.743936606314897
CMR,Cameroon,Sub-Saharan Africa,2021,0.0349058,10378458.0,38.5590403955928,21750113.0,0.0,65.0,65.0,79.89,0.0832,0.0,0.0,0.0,True,1672.32657340872,54.5548664463635,7.421971093596723,0.28027445567218817,36.02436439878301
CMR,Cameroon,Sub-Saharan Africa,2022,0.0426662,10059396.0,36.4038626455523,24821805.0,0.0,70.0,70.0,80.1,0.143,0.0,0.0,0.0,True,1604.87726954895,54.8458745688318,7.380802565069575,0.3534523013774054,26.10935253793045
CMR,Cameroon,Sub-Saharan Africa,2023,0.534095733,6937168.0,24.4501622282021,27374460.0,0.0,75.0,75.0,87.8,0.1976,0.0,0.0,0.0,True,1720.47510154506,55.1286878511388,7.450355753493796,6.415871397377143,1715.2014776461942
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2019,0.074146696,16950021.0,18.2361349976689,37123208.0,0.0,40.0,54.0,54.0,0.0052,0.0,0.0,0.0,True,504.00419142286,42.8747090907476,6.222584584351987,0.3645359102111634,
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2020,0.158634,20878176.0,21.7503661162697,40798396.0,0.0,40.0,54.0,70.0,0.026,0.0,0.0,0.0,True,486.425572682256,43.2528602500115,6.187083904685741,0.6331731277674831,73.69293669880348
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2021,0.257969,23127061.0,23.3255775261402,46885799.0,0.0,40.0,55.0,73.0,0.0832,0.0,0.0,0.0,True,595.743074403567,43.6290681792218,6.389809490906777,0.9295351738237153,46.80584709922555
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2022,0.485082,25935100.0,25.3279960398827,49844134.0,0.0,45.0,55.0,75.0,0.143,0.0,0.0,0.0,True,687.738587554685,44.003287663813,6.533408805780686,1.558640606745299,67.67957261194427
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2023,0.6877199,29984072.0,28.3430836968477,56268376.0,0.0,45.0,55.0,75.0,0.1976,0.0,0.0,0.0,True,660.21205238997,44.3754734892194,6.492561074917365,1.9113478538427557,22.62915809911872
COD,Dem. Rep. of the Congo,Sub-Saharan Africa,2024,1.08276311819953,32943464.0,30.1469527714916,63961751.0,0.0,45.0,55.0,75.0,0.2392,0.0,0.0,0.0,True,649.383338556725,44.7455804408753,6.476023202666871,2.738942688296557,43.299017119773666
COG,Congo (Rep. of the),Sub-Saharan Africa,2019,0.015902,2132000.0,37.9584952696985,5114836.0,0.0,85.0,64.5,75.0,0.0052,0.0,0.0,0.0,True,2488.42466724916,63.5176376123385,7.819405125487231,0.6215603502188868,
COG,Congo (Rep. of the),Sub-Saharan Africa,2020,0.024385,2886000.0,50.1669537447128,5617953.0,0.0,85.0,64.5,75.0,0.026,0.0,0.0,0.0,True,1993.586671931,63.5760904494257,7.597690643142918,0.7041175791175792,13.282254711005837
COG,Congo (Rep. of the),Sub-Saharan Africa,2021,0.029231,3146000.0,53.3927748001038,5648335.0,0.0,85.0,87.0,88.0,0.0832,0.0,0.0,0.0,True,2516.16255145432,63.6179125824196,7.830490222829694,0.7742901038355584,9.966023686828196
COG,Congo (Rep. of the),Sub-Saharan Africa,2022,0.042474,3033000.0,50.2559690769206,5650422.0,0.0,87.0,87.01,88.0,0.143,0.0,0.0,0.0,True,2620.83804267402,63.6422003342807,7.871249409225721,1.1669963732278272,50.71823434742886
COG,Congo (Rep. of the),Sub-Saharan Africa,2023,0.069485,3556253.0,57.5176960270165,5865798.0,0.0,77.5,83.4,89.3,0.1976,0.0,0.0,0.0,True,2477.97845544866,63.6626757615625,7.8151983678206465,1.6282352989696365,39.523595473228056
COG,Congo (Rep. of the),Sub-Saharan Africa,2024,0.090904,3757000.0,59.3245402900792,6050000.0,0.0,77.5,87.01,89.3,0.2392,0.0,0.0,0.0,True,2482.2489948456,63.8866111699904,7.81692028097681,2.016325082069027,23.834993833199512
COL,Colombia,Latin America,2019,0.711,29533312.0,59.1755247181388,66283175.0,0.0,98.0,100.0,100.0,0.0076,0.0,0.0,0.0,True,6472.54544924705,77.4595528518377,8.77532473350093,2.006209124123972,
COL,Colombia,Latin America,2020,1.05,31455015.0,62.1272306217992,67672570.0,0.0,98.0,100.0,100.0,0.038,0.0,0.0,0.0,True,5339.68711357943,77.6382533537045,8.582922337274953,2.7817503822522416,38.65704969649742
COL,Colombia,Latin America,2021,1.94,36767041.0,71.8272187600835,75056111.0,0.0,99.5,100.0,100.0,0.1216,0.0,0.0,0.0,True,6222.62164397614,77.8339570326128,8.735946583102677,4.39705405356571,58.06788709796598
COL,Colombia,Latin America,2022,2.87,39512920.0,76.371260520132,80812165.0,0.0,99.8,100.0,100.0,0.209,0.0,0.0,0.0,True,6680.44506854481,78.0464633137335,8.806939891338876,6.052872495038753,37.65745022238895
COL,Colombia,Latin America,2023,3.96,44951860.0,85.915271896154,87365916.0,0.0,99.8,100.0,100.0,0.2888,0.0,0.0,0.0,True,7000.83660501046,78.275571579544,8.853784935897595,7.341186771804327,21.28434520670215
COL,Colombia,Latin America,2024,5.21,49160334.0,92.9546507102408,92072138.0,2.28,100.0,100.0,100.0,0.3496,0.00797088,0.797088,733895.96334144,True,7919.20886825345,78.5210811866115,8.977046589447056,8.831645990579858,20.302701253971843
COM,Comoros,Sub-Saharan Africa,2020,2.3e-05,534105.0,66.5831009408312,781579.0,0.0,81.0,84.0,92.0,0.026,0.0,0.0,0.0,True,1519.34665556206,32.0638072194881,7.32603568956906,0.0035885578054252756,
COM,Comoros,Sub-Saharan Africa,2021,0.009905,345000.0,42.1670695964428,853449.0,0.0,85.0,87.0,92.0,0.0832,0.0,0.0,0.0,True,1554.97289190153,32.4124444313246,7.349213391600628,2.3925120772946857,66570.57372400754
COM,Comoros,Sub-Saharan Africa,2022,0.010772,514842.0,61.717742283514,838768.0,0.0,85.0,87.0,92.0,0.143,0.0,0.0,0.0,True,1465.479642862,32.7746035528748,7.289937869138057,1.7435769938479506,-27.123586526698475
COM,Comoros,Sub-Saharan Africa,2023,0.0526898,698793.0,82.173528052522,934198.0,0.0,94.0,94.0,94.0,0.1976,0.0,0.0,0.0,True,1560.27378476855,33.1502180946901,7.352616587901486,6.283429666105222,260.3758072213455
CPV,Cabo Verde,Sub-Saharan Africa,2019,0.012425363,420913.0,81.873122947886,595681.0,0.0,79.42,93.74,99.34,0.0052,0.0,0.0,0.0,True,4380.78117331128,71.6254285086577,8.384982337539077,2.4600022253213054,
CPV,Cabo Verde,Sub-Saharan Africa,2020,0.019129,419751.0,81.5558824043724,544729.0,0.0,79.42,93.74,99.34,0.026,0.0,0.0,0.0,True,3539.22661248299,72.8838521558784,8.171663511209541,3.797687994390325,54.377421097426115
CPV,Cabo Verde,Sub-Saharan Africa,2021,0.021372,448720.0,86.8520020361987,590171.0,0.0,80.03,93.82,99.34,0.0832,0.0,0.0,0.0,True,3971.44409203423,74.1607930892827,8.286885058681952,3.9690675699768225,4.512734480548364
CPV,Cabo Verde,Sub-Saharan Africa,2022,0.02665,442420.0,85.1231671159289,588593.0,0.0,80.23,93.82,99.34,0.143,0.0,0.0,0.0,True,4323.31362032709,75.033738060849,8.371777428954365,5.019739915314257,26.471515710264647
CPV,Cabo Verde,Sub-Saharan Africa,2023,0.0300638,526589.0,100.815191899389,590354.0,0.0,84.7,94.16,99.34,0.1976,0.0,0.0,0.0,True,4794.90121917259,75.9064245753376,8.47530838630713,4.757631979905898,-5.221544140339196
CPV,Cabo Verde,Sub-Saharan Africa,2024,0.03004384,499319.0,95.1306687090499,587026.0,0.0,88.48,95.26,99.34,0.2392,0.0,0.0,0.0,True,5192.48157325878,76.7721471004354,8.55496700702154,5.01413591978942,5.39142037397764
CRI,Costa Rica,Latin America,2019,0.153,4664073.0,93.2898001081297,7225058.0,0.0,93.8,97.7,97.7,0.0076,0.0,0.0,0.0,True,12884.6859951989,77.0435864735963,9.463794752995097,2.7336621875343714,
CRI,Costa Rica,Latin America,2020,0.22281,4736699.0,94.0881588774651,7172976.0,0.0,93.0,94.0,97.9,0.038,0.0,0.0,0.0,True,12394.0493969492,77.5211537281257,9.42497174906754,3.919923980814487,43.394600791916616
CRI,Costa Rica,Latin America,2021,0.269157,4904938.0,96.9357634840241,7123859.0,0.0,91.0,91.0,91.0,0.1216,0.0,0.0,0.0,True,12838.1185358931,77.9868940200009,9.460174035034667,4.572891645113557,16.65766141116327
CRI,Costa Rica,Latin America,2022,0.332661,5001945.0,98.4292858878756,6937543.0,0.0,91.0,91.0,91.0,0.209,0.0,0.0,0.0,True,13625.9008491328,78.4405687613972,9.519727734713333,5.542194086500351,21.19670695505238
CRI,Costa Rica,Latin America,2023,0.416442,5183454.0,101.526366044628,6817288.0,0.0,95.0,95.0,95.0,0.2888,0.0,0.0,0.0,True,16942.0268119375,78.8819393641702,9.737552607562401,6.695053144100439,20.801491965216744
CRI,Costa Rica,Latin America,2024,0.477399,5315598.0,103.619712626537,6977935.0,0.0,95.0,95.0,95.0,0.3496,0.0,0.0,0.0,True,18587.1532203482,79.3107672397967,9.830225933989032,7.484247303878134,11.787720616872456
CUB,Cuba,Latin America,2019,0.024324,2916253.0,26.0313584601627,6042629.0,0.0,22.38,68.0,85.48,0.0076,0.0,0.0,0.0,True,9232.26115935183,77.0728225708008,9.130459276839085,0.6950700093578986,
CUB,Cuba,Latin America,2020,0.070618,3478590.0,31.1245509940004,6661763.0,0.0,39.71,70.52,85.61,0.038,0.0,0.0,0.0,True,9605.27914559614,77.1080322265625,9.17006813730988,1.6917295034290714,143.38979968246372
CUB,Cuba,Latin America,2021,0.170917,3729689.0,33.5338308142801,7103296.0,0.0,49.17,73.04,87.32,0.1216,0.0,0.0,0.0,True,9605.27914559614,77.0987701416016,9.17006813730988,3.8188394081472565,125.73581653607238
CUB,Cuba,Latin America,2022,0.2588,4731968.0,42.785217119266,7600092.0,0.0,49.5,74.29,87.52,0.209,0.0,0.0,0.0,True,9605.27914559614,77.1056060791016,9.17006813730988,4.557652686295991,19.346539594530256
CUB,Cuba,Latin America,2023,0.5217,5352540.0,48.571447498174,7667313.0,0.0,50.04,74.57,87.53,0.2888,0.0,0.0,0.0,True,9605.27914559614,77.1259872296321,9.17006813730988,8.122312023824204,78.21261475773433
CUB,Cuba,Latin America,2024,0.6058,5758558.0,52.4469199436819,8007556.0,0.0,50.19,74.67,87.54,0.3496,0.0,0.0,0.0,True,9605.27914559614,77.1664929228275,9.17006813730988,8.766662302148095,7.93308945081026
CYP,Cyprus,Europe,2019,0.021327803,584993.0,64.8263519503546,1243151.0,0.0,99.6,99.97,99.98,0.01,0.0,0.0,0.0,True,29227.173828125,66.7677357070518,10.282854166059058,3.0381849298481636,
CYP,Cyprus,Europe,2020,0.038007,607641.0,66.4451612903226,1239960.0,0.0,99.93,99.93,99.98,0.05,0.0,0.0,0.0,True,28130.341796875,66.7180443478713,10.244604052027752,5.212370462164337,71.56198791443649
CYP,Cyprus,Europe,2021,0.049661,725792.0,78.0589374058937,1320794.0,96.3,99.91,99.93,99.98,0.16,0.15408,15.408,203507.93951999999,True,32937.83984375,66.6718365394971,10.402377423067302,5.70193205032112,9.392302249243855
CYP,Cyprus,Europe,2022,0.084471,778968.0,82.074386260668,1392480.0,100.0,100.0,100.0,100.0,0.275,0.275,27.500000000000004,382932.00000000006,True,33231.04296875,66.6694829407584,10.411239747216316,9.036635651271938,58.483748517540036
CYP,Cyprus,Europe,2023,0.178091,813428.0,84.1709437086093,1433497.0,100.0,100.0,100.0,100.0,0.38,0.38,38.0,544728.86,True,36623.69140625,66.6739477522639,10.50845061615887,18.244905101209532,101.89931081974626
CYP,Cyprus,Europe,2024,0.252184,885151.0,91.5926117549669,1509691.0,100.0,100.0,100.0,100.0,0.46,0.46,46.0,694457.86,True,38674.29296875,66.6824259192483,10.562930393923159,23.742088449692016,30.129964052912793
CZE,Czech Republic,Europe,2019,0.194544417,9888473.0,93.686310827935,13101360.0,0.0,99.8,99.8,99.8,0.01,0.0,0.0,0.0,True,24062.7190013343,72.7876426709563,10.088418992342875,1.6394881949922906,
CZE,Czech Republic,Europe,2020,0.352855,10108773.0,95.8165819583817,12999812.0,0.0,99.8,99.8,99.8,0.05,0.0,0.0,0.0,True,23472.8915454417,72.7254901604208,10.063601483022085,2.908818244640901,77.4223354291721
CZE,Czech Republic,Europe,2021,0.537761,10707478.0,101.678855967842,13286894.0,66.6,99.8,99.8,99.8,0.16,0.10655999999999999,10.655999999999999,1415851.4246399999,True,27696.4619527544,72.6810594374316,10.229059956680212,4.185244804300944,43.88127591030082
CZE,Czech Republic,Europe,2022,0.87707,11021866.0,103.266617090842,13672951.0,85.4,99.8,99.8,99.8,0.275,0.23485000000000003,23.485000000000003,3211092.5423500002,True,28282.2236715857,72.6967638379524,10.249988747456268,6.6312879023086175,58.444445005797775
CZE,Czech Republic,Europe,2023,1.23806983,11477321.0,106.175971690653,13620756.0,85.4,99.8,99.8,99.8,0.38,0.32452000000000003,32.452000000000005,4420207.737120001,True,31761.5944102491,72.7352388396817,10.366013115935042,8.989248086146004,35.55810301972391
CZE,Czech Republic,Europe,2024,1.73278987,11574993.0,107.816179403996,13591615.0,98.6,99.8,99.8,99.9,0.46,0.45356,45.356,6164612.8994,True,31823.3078290564,72.7947984592185,10.367954250890415,12.475096601210327,38.77797655219486
DEU,Germany,Europe,2019,2.757,72258346.0,86.4756461366199,107200000.0,0.0,99.0,99.0,99.0,0.01,0.0,0.0,0.0,True,47656.199739747,81.3053991689039,10.771768010581992,3.1795635067539467,
DEU,Germany,Europe,2020,3.972,75983701.0,90.8583939859504,107400000.0,0.0,99.64,99.64,99.9,0.05,0.0,0.0,0.0,True,47394.8734504469,81.4700055002738,10.766269346780126,4.3561973902797915,37.00614505816504
DEU,Germany,Europe,2021,5.457,78728000.0,94.0630153144047,106400000.0,91.1,99.83,99.83,99.83,0.16,0.14576,14.576,15508864.0,True,52349.2459994422,81.6325870653934,10.865692813127952,5.7762168478813125,32.59768395183569
DEU,Germany,Europe,2022,6.714,79650000.0,94.7241930595839,104400000.0,94.8,99.9,99.9,99.9,0.275,0.2607,26.07,27217080.0,True,50506.5179638543,81.7867852780995,10.829857675525991,7.024482109227872,21.610429355754146
DEU,Germany,Europe,2023,9.118,81862000.0,96.8228418640716,105400000.0,95.9,99.96,99.96,99.96,0.38,0.36442,36.442,38409868.0,True,54776.7668235491,81.9034366692129,10.911021419964431,9.281880888975756,32.13615957228222
DEU,Germany,Europe,2024,9.592,82438000.0,97.4994844016082,109200000.0,98.0,99.97,99.97,99.97,0.46,0.45080000000000003,45.080000000000005,49227360.0,True,56103.7323182554,82.0211432579125,10.934957619034956,9.696175711848097,4.463479200260001
DJI,Djibouti,Sub-Saharan Africa,2021,0.025027,397330.0,35.4364065755301,489339.0,0.0,76.0,90.0,90.0,0.0832,0.0,0.0,0.0,True,3025.91126413549,72.2882954556515,8.014967569442286,5.248995377477999,
DJI,Djibouti,Sub-Saharan Africa,2022,0.007591,399084.0,35.0967728318453,531900.0,0.0,76.0,90.0,90.0,0.143,0.0,0.0,0.0,True,3133.25779772463,72.6109938538856,8.049828572190243,1.585088185277619,-69.80206551374005
DJI,Djibouti,Sub-Saharan Africa,2023,0.05467056,402784.0,34.9352613830333,558607.0,0.0,76.0,90.0,90.0,0.1976,0.0,0.0,0.0,True,3381.29779710722,72.8408245988921,8.126014878423078,11.310975609756097,613.5865193377266
DNK,Denmark,Europe,2019,0.856692101,7966795.0,137.0132139377,7243465.0,0.0,100.0,100.0,100.0,0.01,0.0,0.0,0.0,True,59404.2663247723,88.2096490810669,10.992121326420907,8.961070093640751,
DNK,Denmark,Europe,2020,1.170631,8032252.0,137.738329392115,7252675.0,98.0,100.0,100.0,100.0,0.05,0.049,4.9,355381.075,True,60985.4885601514,88.2394485473632,11.018391222398016,12.145109906080306,35.53191504102973
DNK,Denmark,Europe,2021,1.46726,8299332.0,141.704787753535,7356353.0,99.0,100.0,100.0,100.0,0.16,0.1584,15.840000000000002,1165246.3152,True,69340.7334922138,88.2616449318149,11.146787797380554,14.73271182146547,21.305710161500578
DNK,Denmark,Europe,2022,1.599962,8391879.0,142.165263063739,7466202.0,100.0,100.0,100.0,100.0,0.275,0.275,27.500000000000004,2053205.5500000003,True,67781.0940939514,88.3880239837703,11.124038586871299,15.887999179524236,7.841647702465204
DNK,Denmark,Europe,2023,1.93881,8717830.0,146.564066457122,7537305.0,100.0,100.0,100.0,100.0,0.38,0.38,38.0,2864175.9,True,68043.5466971243,88.552638542867,11.127903171799169,18.532995022843988,16.647759188762468
DNK,Denmark,Europe,2024,2.4002237,8783427.0,146.943643837835,7572576.0,100.0,100.0,100.0,100.0,0.46,0.46,46.0,3483384.96,True,71026.4832271897,88.6960552688405,11.170808089674908,22.7722780261812,22.874246704927216
